NUMERO_CLIENTE,Recency,Frequency,Monetary
40009791,55,1,275.01
40009816,70,1,179.9
40009820,39,1,121.8
40009826,31,12,2088.40
40009831,45,1,64.9
40009833,56,1,173.41
40009837,56,2,484.05
40009848,38,1,121.58
40009854,59,2,672.65
40009862,35,4,380.33
40009876,65,1,200.66
40009884,49,1,38.61
40009891,31,1,170
40009894,83,1,518.85
40009899,48,3,434.7
40009933,65,1,200.35
40009941,34,4,450.24
40009942,46,2,336.8
40009953,81,1,144.9
40009966,34,3,102.7
40009989,30,2,279.8
40009993,36,5,685.53
40010000,30,1,135.9
40010013,30,1,380.35
40010020,30,3,624.61
40010022,41,1,418.55
40010024,32,2,1428.07
40010028,69,1,29.67
40010031,35,3,353.32
40010032,82,1,184.04
40010050,39,1,57.15
40010059,30,2,459.18
40010070,32,2,259.8
40010071,41,2,220.78
40010073,85,1,63.69
40010074,70,1,66.4
40010085,30,2,134.9
40010090,54,1,8.46
40010096,35,1,144.9
40010098,46,1,92.05
40010132,59,1,279.9
40010136,81,1,2560.00
40010138,32,1,305
40010141,83,1,212.27
40010151,39,2,257.81
40010178,79,1,41.85
40010181,41,2,419.8
40010208,87,1,149.9
40010209,84,1,179.9
40010223,69,1,295.19
40010227,30,2,166.47
40010234,87,1,510.79
40010236,39,1,262.9
40010242,67,1,150.79
40010251,74,1,47.98
40010253,87,1,284.49
40010258,40,2,119.5
40010264,40,2,2033.79
40010268,84,1,80
40010273,56,2,115.21
40010275,30,1,89.9
40010307,63,1,229.9
40010336,49,1,337.33
40010338,62,1,136.9
40010361,39,2,417.69
40010369,65,1,64.73
40010374,40,2,341.8
40010377,72,1,81.78
40010389,86,1,850.36
40010394,33,1,35.25
40010409,31,1,305.5
40010412,33,1,235.23
40010415,77,1,314.8
40010420,37,1,141
40010423,88,1,80
40010436,59,1,106.93
40010438,37,1,35.25
40010448,67,1,58.9
40010488,35,1,117.5
40010490,45,2,318.01
40010492,34,1,157.5
40010514,73,1,438.95
40010520,47,1,103.92
40010551,33,1,35.25
40010553,77,1,289.9
40010559,40,5,1479.60
40010575,32,3,428.93
40010611,30,1,166.9
40010614,38,2,260.99
40010616,80,1,416.18
40010621,30,2,217.77
40010622,70,1,192.47
40010625,34,3,578.8
40010650,70,1,42.9
40010667,44,2,534.6
40010676,48,2,939.6
40010678,44,1,61.9
40010695,74,2,68.9
40010699,72,1,552.8
40010714,37,1,140.82
40010716,34,2,459.8
40010723,49,1,130
40010739,68,1,275.4
40010752,62,1,87.8
40010754,38,1,70.5
40010761,81,2,259.8
40010784,30,4,931.36
40010794,33,4,1944.24
40010798,41,2,199.8
40010802,77,1,306.3
40010811,82,1,242.1
40010817,47,1,169.9
40010824,73,1,290.29
40010826,54,3,3520.85
40010838,38,1,34
40010853,55,1,50.17
40010863,80,1,150.04
40010865,53,2,31.8
40010868,33,2,372.16
40010872,61,1,70
40010881,60,2,331.9
40010884,90,1,315.48
40010885,90,1,314.9
40010888,38,3,596.98
40010889,53,2,368.99
40010891,88,1,313.2
40010892,88,1,153.78
40010895,70,2,94.25
40010896,86,1,970
40010897,67,3,762.98
40010899,60,2,634.39
40010900,83,1,142.49
40010903,82,1,169.1
40010905,82,1,395.96
40010906,81,1,329.9
40010908,55,2,65.3
40010912,80,1,45.62
40010913,80,1,65.45
40010914,30,2,404.83
40010915,38,3,667.38
40010917,76,1,253.29
40010918,76,1,109.67
40010920,46,2,380.82
40010921,74,1,103.4
40010922,74,1,176.9
40010923,74,1,147.98
40010924,74,1,486.5
40010926,74,1,350
40010931,73,1,87.21
40010932,73,1,115.92
40010934,35,3,535.6
40010938,73,1,79.8
40010940,72,1,179.6
40010941,72,1,60.23
40010942,72,1,166.77
40010943,72,1,73.54
40010944,70,1,1556.77
40010945,70,1,225.67
40010947,70,1,626.71
40010949,69,1,179.9
40010952,69,1,159.07
40010955,68,1,126.9
40010956,67,1,1014.65
40010957,67,1,99.65
40010959,67,1,289.9
40010961,38,2,990
40010962,67,1,229.89
40010963,67,1,76.8
40010964,67,1,337.76
40010965,67,1,114.24
40010966,65,1,447.48
40010967,65,1,91.24
40010969,63,1,96.9
40010971,63,1,126.34
40010972,63,1,82.8
40010975,62,1,44.55
40010976,62,1,193.9
40010977,61,1,370.94
40010978,61,1,31.49
40010982,60,1,54.05
40010983,59,1,64.8
40010985,56,1,337
40010988,35,2,351.94
40010989,35,3,561.79
40010990,55,1,41
40010991,54,1,169.9
40010992,54,1,257.51
40010997,46,2,186.89
40010998,54,1,142.89
40011000,54,1,325.9
40011002,53,1,72.59
40011003,53,1,28
40011005,51,1,461.4
40011007,49,1,129
40011010,48,1,77.49
40011012,47,1,120
40011013,47,1,339.51
40011014,47,1,383.45
40011018,47,1,176.9
40011019,45,1,109.9
40011021,45,1,244.9
40011023,44,1,127
40011024,45,1,384.8
40011025,44,1,159.9
40011026,44,1,533.63
40011027,41,1,137.14
40011029,41,1,263.14
40011032,40,1,1366.11
40011033,40,1,384.81
40011034,40,1,40.2
40011036,40,1,16.8
40011037,38,2,157.25
40011038,39,1,76
40011039,31,2,202.11
40011040,39,1,234.73
40011044,32,3,21324.48
40011048,38,1,87
40011051,37,1,65.1
40011052,37,1,396
40011053,32,2,779.8
40011055,35,1,2122.80
40011057,35,1,31.66
40011060,35,1,370.74
40011063,34,1,116.84
40011064,34,1,132.9
40011065,34,1,94.46
40011066,34,1,715.86
40011068,33,1,139.22
40011069,33,1,42.57
40011070,33,1,137.77
40011071,33,1,70.5
40011072,33,1,208.83
40011074,33,1,46.21
40011075,32,1,63
40011078,32,1,698.39
40011082,32,1,60
40011086,31,1,362
40011093,30,1,424.38
40011097,30,1,91
40011098,30,1,175
60000040,34,2,405.8
60000069,46,4,532.5
60000085,89,1,296.82
60000087,39,1,206.39
60000111,75,1,211.96
60000114,73,1,45.24
60000196,37,5,129.12
60000210,36,1,169.9
60000215,73,1,123.8
60000223,53,1,256.8
60000348,59,1,136.51
60000528,58,1,64.01
60000569,33,2,102.33
60000584,34,1,83.83
60000637,76,1,211.95
60000699,30,4,1244.29
60000700,62,1,399.8
60000703,66,1,138.49
60000742,77,1,135.92
60000744,72,1,456.19
60000758,32,4,215.1
60000809,77,1,87.91
60000865,82,1,330.03
60000914,49,3,472.21
60000928,37,1,168.74
60000941,85,1,146.04
60000950,31,1,204.95
60001033,54,1,302.31
60001067,56,2,721.37
60001090,30,2,517.31
60001102,38,2,392.79
60001141,79,1,136.97
60001155,46,1,512.47
60001162,50,3,219.12
60001165,62,1,330.97
60001213,85,1,172.9
60001304,33,2,752.6
60001440,83,1,101.7
60001634,68,1,278.9
60001644,69,1,226.98
60001650,41,4,644.4
60001657,32,1,144.9
60001675,30,2,353.8
60001679,89,1,324.9
60001729,40,1,324.72
60001786,40,1,76.8
60001810,81,1,189.15
60001846,60,1,518.57
60001868,32,1,127.98
60001914,73,1,54.32
60001993,65,1,282.3
60001995,44,2,212.12
60002067,82,1,376.1
60002149,58,1,87.36
60002203,54,1,290.5
60002252,44,3,1257.05
60002352,35,1,263.14
60002356,89,1,319.46
60002477,30,4,1187.35
60002681,86,1,319.9
60002894,65,1,259.25
60002909,65,1,244.9
60002956,47,4,578.06
60003131,65,1,139.9
60003158,53,2,352.75
60003337,88,1,99.72
60003343,88,1,191.6
60003362,49,1,126.25
60003367,33,1,189.9
60003400,68,1,106.8
60003505,81,1,327.67
60003556,80,1,409.8
60003564,81,1,193.9
60003576,34,1,75.05
60003590,80,1,304.8
60003633,76,1,20
60003645,32,1,269.7
60003684,35,3,587.22
60003687,34,5,1211.53
60003696,34,2,165.03
60003737,41,2,251.59
60003751,32,5,843.13
60003796,30,2,465.31
60003804,47,1,188.06
60003812,73,2,442.48
60003837,52,1,218.67
60003854,65,2,317.1
60003868,55,1,256.5
60003869,87,1,44.9
60003905,38,2,611.64
60003919,71,1,667.26
60003923,34,1,26.97
60003926,72,1,667.38
60003973,61,1,39.26
60003994,37,1,153.9
60003997,49,3,362.99
60004058,45,1,232.24
60004059,75,1,123.8
60004063,41,2,149.68
60004072,48,1,173.9
60004087,33,3,750.86
60004181,79,1,19.49
60004222,58,2,266.57
60004261,44,1,164.9
60004277,86,1,194.8
60004322,45,2,977
60004345,37,1,54.9
60004393,51,1,347.6
60004398,90,1,31.25
60004407,47,1,153.9
60004426,69,1,253.22
60004468,86,1,200.52
60004483,43,1,256.9
60004520,75,1,505
60004547,48,1,175.98
60004560,61,1,299.85
60004572,58,1,213.19
60004609,53,1,224.9
60004631,88,1,204.62
60004634,67,1,41.9
60004643,37,2,625.06
60004645,45,2,226.8
60004668,79,1,44.78
60004689,84,1,299.9
60004692,30,1,122.8
60004699,83,1,407.7
60004723,61,1,139.64
60004750,55,2,456.28
60004754,73,1,135.92
60004757,46,1,169.9
60004759,30,2,259.8
60004766,66,1,173
60004819,81,1,213.28
60004865,38,3,554.03
60004872,43,1,139.6
60004904,39,4,1008.50
60004944,39,2,712.29
60005015,61,1,277.9
60005100,31,1,87.79
60005122,48,1,82.65
60005134,39,1,244.9
60005169,51,1,158.8
60005194,41,2,183.8
60005245,29,2,346
60005250,45,2,715.48
60005366,45,2,159.99
60005370,86,1,206.58
60005377,65,1,154.2
60005381,33,1,456.4
60005395,60,1,161.4
60005417,62,1,86.4
60005476,47,1,147.15
60005619,76,1,57.9
60005638,45,3,769.6
60005667,61,1,168.05
60005676,82,1,676.86
60005742,46,1,244.9
60005753,38,5,1133.80
60005763,40,1,117.86
60005809,56,1,244.9
60005864,90,1,192.9
60005878,54,2,138.42
60005904,33,1,57.19
60005909,39,3,601.92
60005969,30,1,139.09
60006045,59,1,225.8
60006062,56,2,323.8
60006064,54,1,654.87
60006066,55,1,147
60006077,62,2,101.45
60006108,62,1,144.9
60006199,34,2,309.8
60006246,87,1,244.9
60006248,56,1,326.75
60006304,58,1,213.28
60006316,77,1,359.9
60006319,56,1,545.6
60006357,31,3,668.2
60006546,67,1,169.9
60006555,30,1,324.28
60006569,69,1,49.89
60006613,76,1,428.17
60006719,55,1,132.17
60006733,53,1,54.9
60006761,84,2,779.73
60006762,72,1,148.03
60006779,47,3,455.1
60006843,41,1,146.56
60007007,70,1,59.9
60007016,80,1,219.9
60007019,30,1,240.27
60007032,37,1,58.9
60007119,62,1,75.91
60007192,34,2,843.22
60007224,79,1,334.89
60007433,74,1,343.14
60007454,61,1,73.8
60007466,54,1,87.9
60007540,47,1,164.9
60007543,55,4,632.89
60007619,40,1,200
60007624,38,2,513.8
60007654,53,3,492.65
60007673,73,1,177.2
60007755,40,2,338.11
60007944,48,1,145
60008064,41,2,323.75
60008080,43,1,91.9
60008095,59,3,818.4
60008102,40,1,164.9
60008109,65,1,243.8
60008114,53,2,976.49
60008130,77,1,232.37
60008132,30,2,383.16
60008136,68,1,185.64
60008139,86,1,170.97
60008174,62,1,108.78
60008191,51,2,286.8
60008197,54,1,75.9
60008209,58,1,169.9
60008215,67,1,96.9
60008216,90,1,54.9
60008219,30,2,307.8
60008254,82,1,16.9
60008255,38,3,526.22
60008279,73,2,239.84
60008280,51,2,329.8
60008297,65,1,192.9
60008301,35,1,204.8
60008306,69,1,162.99
60008312,62,1,61.9
60008313,57,1,164.9
60008324,45,3,415.32
60008332,66,1,138.86
60008362,65,1,547.32
60008364,70,1,615
60008371,79,1,244.9
60008373,53,1,169.9
60008374,32,2,262.52
60008384,84,1,201.12
60008398,74,1,155.92
60008408,65,1,164.9
60008411,34,2,430.28
60008434,74,1,319.07
60008445,47,2,408.44
60008466,74,1,211.22
60008485,48,1,81.6
60008491,44,2,430.44
60008493,73,1,437.69
60008495,68,1,73.59
60008565,30,3,869.7
60008570,31,2,1028.49
60008577,51,2,318.8
60008586,38,2,267.38
60008591,33,2,191.15
60008598,69,1,132.9
60008667,51,1,144.9
60008668,30,2,425.74
60008687,83,1,85.86
60008694,86,1,289.9
60008733,31,1,176.9
60008734,53,1,196.8
60008783,44,1,222.19
60008801,83,1,266.8
60008817,35,1,133.9
60008873,34,1,155.39
60008887,32,1,109.15
60008898,81,1,164.9
60008903,55,1,144.9
60008916,67,1,277.9
60008922,58,1,144.9
60008924,67,1,305.8
60008943,53,1,171.94
60008971,30,1,153.9
60008985,89,1,43.9
60009004,76,1,128.89
60009028,58,1,176.9
60009029,39,1,253.57
60009031,33,1,129.9
60009103,63,1,175
60009109,38,1,41.9
60009120,63,1,363.8
60009131,72,1,169.9
60009142,40,3,400.73
60009174,41,1,754.93
60009182,55,1,63.4
60009185,83,1,275.84
60009194,71,1,229.9
60009224,85,1,85.3
60009236,43,1,506.93
60009258,72,2,510.96
60009311,38,2,389.93
60009319,53,2,353.9
60009367,34,1,33.5
60009412,61,1,290.29
60009413,30,2,298.33
60009424,87,1,159.9
60009441,33,1,153.9
60009442,39,2,263.98
60009466,68,1,144.9
60009467,31,1,35.87
60009477,41,1,169.9
60009479,32,1,178.7
60009481,71,1,36.74
60009508,40,2,804.22
60009509,70,1,469.58
60009517,53,1,244.9
60009519,30,1,44.49
60009533,57,1,274.63
60009535,40,2,339.8
60009537,73,1,267.04
60009538,86,1,89.9
60009542,32,2,150.98
60009545,48,1,24.9
60009547,82,1,155
60009554,54,1,148
60009555,52,1,187.42
60009592,51,2,344.8
60009594,48,1,370.96
60009599,54,1,355.09
60009602,67,1,164.9
60009605,53,1,244.9
60009611,40,1,231.79
60009613,40,5,4749.20
60009615,38,1,243.38
60009616,39,1,120
60009627,87,2,47.8
60009637,30,2,464.42
60009638,72,1,328.9
60009642,73,1,41.9
60009670,38,1,726.68
60009672,30,4,742.43
60009673,90,1,240.9
60009674,67,2,349.87
60009675,89,1,158.83
60009676,60,2,298.29
60009679,87,1,21.9
60009681,80,2,74.56
60009682,86,1,342.6
60009683,86,1,165.9
60009684,85,1,284.15
60009685,85,1,554.09
60009686,84,1,132.9
60009689,82,1,99.99
60009690,69,2,80.59
60009691,82,1,535.99
60009692,82,1,63.79
60009693,82,1,56.29
60009695,80,1,200.59
60009697,79,1,306.7
60009698,79,1,220.99
60009699,79,1,87.79
60009700,78,1,242.9
60009702,78,1,37.49
60009703,77,1,141.61
60009704,77,1,179.9
60009705,35,2,625.67
60009706,77,1,368.33
60009707,77,1,568.45
60009708,35,3,608.15
60009710,76,1,63.46
60009711,76,1,42.6
60009713,75,1,73.99
60009714,75,1,449.56
60009716,75,1,101.9
60009717,75,1,239.9
60009718,75,1,200.98
60009721,74,2,336.38
60009722,74,1,134.9
60009723,74,1,86.28
60009724,73,1,139.9
60009726,51,2,800.94
60009727,73,1,239.1
60009728,72,1,162.9
60009729,72,1,77.9
60009731,72,1,259.9
60009732,72,1,923.25
60009733,72,1,54.9
60009734,70,1,404.7
60009735,70,1,169.9
60009736,70,1,294.5
60009737,70,1,72.8
60009738,70,1,72.9
60009739,70,1,139.9
60009740,70,1,95.5
60009741,70,1,294.8
60009742,70,1,155.39
60009743,69,1,328.9
60009744,59,2,410.55
60009745,68,1,134.9
60009746,67,1,58.74
60009747,67,1,126.25
60009748,67,1,170.83
60009750,66,1,165
60009751,66,1,160
60009753,65,1,3005.99
60009758,44,2,265.8
60009760,62,2,182.05
60009762,63,1,259.86
60009764,62,1,219.02
60009765,62,1,69.36
60009766,62,1,229.9
60009768,62,1,2000.00
60009769,48,2,286.92
60009770,62,1,45.9
60009784,59,1,87.16
60009787,58,1,61.9
60009789,58,1,183.76
60009790,56,1,59.4
60009791,56,1,218.6
60009793,56,1,129.9
60009794,55,1,176.89
60009795,55,1,239.22
60009796,54,1,208.77
60009799,51,3,133.18
60009800,53,1,313.99
60009801,53,1,153.9
60009802,51,1,47.49
60009803,49,2,171.8
60009805,51,2,962.49
60009809,50,1,9.9
60009811,49,1,144.9
60009812,48,1,350
60009813,47,1,12.84
60009814,47,1,164.9
60009817,46,1,321.06
60009818,46,1,245.2
60009819,46,1,159
60009820,45,1,241.59
60009821,45,1,416.98
60009822,44,1,160
60009823,44,1,43
60009824,44,1,123.51
60009826,41,1,303.99
60009827,41,1,34.99
60009829,41,1,279.9
60009830,35,2,252.99
60009831,37,2,379.41
60009832,40,1,113.4
60009833,38,1,99.95
60009836,38,1,230.59
60009837,38,1,55.97
60009838,38,1,269.9
60009839,37,1,109.9
60009841,37,1,353.53
60009842,37,1,219.8
60009844,36,1,201.4
60009845,36,1,144.9
60009846,36,1,18.9
60009848,35,1,49.9
60009849,35,1,568.19
60009851,35,1,132.99
60009853,35,1,210
60009854,34,1,137.45
60009855,34,1,144.9
60009856,34,1,301.8
60009860,32,2,92.56
60009861,32,1,199.8
60009862,32,1,144.9
60009865,31,1,169.9
60009866,31,1,41.9
60009867,30,1,90.7
60009868,30,1,85.16
70000018,30,6,1970.91
70000074,38,1,297.25
70000075,33,1,61.5
70000077,31,2,1732.00
70000080,33,1,35.25
70000179,35,1,697.84
70000229,30,10,2074.61
70000233,67,3,387.66
70000309,35,12,2546.08
70000314,35,2,50.55
70000322,65,3,375.99
70000365,37,2,130
70000395,37,1,152
70000398,34,2,925.67
70000406,40,4,628.83
70000410,54,1,108.25
70000413,49,1,554.51
70000437,62,1,239.9
70000442,60,1,240.29
70000596,35,1,600
70000639,53,1,29.9
70000678,39,4,1233.00
70000687,54,2,765.74
70000693,31,6,1371.36
70000743,32,3,3330.62
70000752,48,1,239.9
70000764,30,5,342.05
70000778,33,19,2648.48
70000787,40,1,35
70000822,31,2,260.02
70000831,68,1,150
70000849,56,3,698.83
70000855,30,6,1809.25
70000857,38,1,224.5
70000880,38,1,110
70000882,34,1,35.25
70000904,56,7,762.13
70000941,33,4,336.9
70000947,65,1,523.99
70000951,32,2,200
70001022,33,1,99.75
70001074,82,1,1924.90
70001110,32,1,1741.50
70001125,76,1,399.99
70001134,30,22,14414.00
70001145,38,2,1761.06
70001155,44,1,38
70001158,35,1,1898.76
70001197,31,3,1054.82
70001198,41,1,276.07
70001199,35,1,660
70001207,40,2,6055.84
70001217,30,6,2017.29
70001240,53,1,900
70001241,84,1,218
70001242,82,1,899.9
70001246,58,1,645
70001247,38,1,119.8
70001248,37,1,688.67
70001251,31,2,113.2
70001253,31,2,342.25
90000059,39,1,640.59
90000093,30,5,623.62
90000102,32,5,2258.11
90000104,34,3,1552.61
90000107,40,2,679.04
90000119,33,15,4371.21
90000162,73,1,4303.98
90000170,33,2,687.66
90000208,86,1,284.41
90000272,56,1,5365.61
90000279,56,1,385.8
90000285,65,1,139.55
90000322,53,2,551.05
90000378,68,1,25.7
90000383,79,1,193.98
90000430,46,1,219.9
90000439,49,2,597.89
90000458,65,1,29.89
90000493,31,2,921.91
90000505,34,1,16080.00
90000512,81,1,202.96
90000527,70,1,54.35
90000537,60,1,354.8
90000546,77,1,60.84
90000562,40,2,1126.18
90000563,72,1,89.88
90000590,38,2,929.07
90000629,38,1,164.8
90000741,45,1,229.9
90000770,74,1,168.72
90000831,51,2,90.65
90000871,61,2,70.95
90000881,80,1,52.6
90000894,30,7,1681.27
90000916,70,1,2525.66
90000927,90,1,111.9
90000946,38,3,5519.94
90001020,39,1,211.5
90001041,32,3,400.13
90001044,33,2,391.4
90001049,31,2,513.56
90001058,59,2,619.91
90001065,45,3,839.3
90001071,33,4,350.47
90001075,37,2,1079.97
90001083,81,1,169.9
90001123,33,5,1259.94
90001134,34,6,977.35
90001163,70,3,1020.70
90001199,58,1,192.9
90001219,90,1,86.22
90001238,34,11,21306.23
90001273,80,1,109.9
90001275,30,1,365.37
90001290,34,5,5757.87
90001305,32,4,1076.69
90001336,51,2,291.45
90001338,38,1,105.75
90001345,35,2,980.8
90001391,46,1,156.65
90001404,69,1,27
90001418,75,1,479.68
90001443,58,1,237.41
90001458,54,1,16.4
90001472,38,1,623.46
90001540,69,1,169.9
90001545,41,1,349.28
90001546,38,2,328.66
90001579,41,2,863.99
90001587,32,1,25
90001660,60,1,288.27
90001731,69,1,189.9
90001809,32,1,195.8
90001831,30,1,133.53
90001833,63,1,370.23
90001847,56,3,424.62
90001874,34,7,17606.02
90001880,34,1,3400.00
90001894,41,2,667.64
90001906,60,3,730.11
90001914,30,2,176.4
90001921,31,4,1756.91
90001923,53,2,556.33
90001927,76,1,349.6
90001939,33,1,134.38
90001942,40,1,35.25
90001945,38,1,105.75
90001946,40,4,2611.05
90001949,40,1,188
90001950,33,1,141
90001966,32,3,2358.62
90001976,55,1,114.21
90001999,32,1,246.75
90002001,75,1,66.9
90002023,55,2,276
90002027,40,1,1541.30
90002042,39,1,393.5
90002066,31,1,70
90002074,49,1,138.31
90002095,40,1,35.25
90002114,45,2,473.62
90002164,37,2,370.7
90002176,87,1,158.74
90002223,48,3,691.12
90002244,40,6,3354.03
90002249,89,1,175.5
90002253,76,1,234.85
90002297,44,3,4044.92
90002331,54,1,109.9
90002341,59,1,179.9
90002371,89,1,30
90002392,74,1,136.26
90002496,70,1,186.1
90002530,67,1,99.9
90002545,30,1,749.9
90002578,55,1,118.32
90002640,33,5,4269.25
90002710,44,2,332.43
90002750,73,1,79.99
90002802,38,2,443.63
90002888,35,6,13361.01
90002901,53,1,391.15
90002961,32,4,5685.07
90002989,40,3,644.16
90002994,44,1,306.8
90003006,39,5,17612.28
90003047,48,3,235.57
90003052,56,1,526.23
90003054,41,1,27.15
90003093,37,1,356.37
90003106,34,3,1228.71
90003128,34,4,2104.56
90003133,32,2,209.8
90003139,75,1,1007.95
90003180,81,1,282.79
90003208,65,2,350.07
90003307,70,1,440.19
90003326,75,2,530.8
90003334,82,1,99.9
90003338,38,2,108.52
90003352,49,3,365.56
90003481,51,1,403.2
90003513,70,1,247.9
90003529,33,1,954.08
90003574,30,1,299.36
90003594,31,7,11213.50
90003616,51,2,341.59
90003662,65,1,204.07
90003775,33,8,644.11
90003795,45,3,749.17
90003818,86,1,1035.42
90003844,70,1,92.35
90003926,39,1,105.75
90003939,68,2,335.65
90003959,60,4,2638.80
90004022,34,1,204.15
90004062,31,1,305.5
90004072,62,1,164.9
90004076,38,1,106.62
90004172,49,4,445.78
90004206,35,4,2924.86
90004239,55,1,266.35
90004281,61,2,422.8
90004304,86,1,89.1
90004706,40,1,316.9
90004814,75,1,748.08
90004819,31,1,152.75
90004843,86,1,182.91
90004886,80,1,142.4
90004922,86,1,254.31
90004942,68,1,979.6
90004958,35,2,242.8
90004975,32,3,2385.43
90005007,30,5,1656.02
90005025,46,2,961.23
90005072,30,1,55.9
90005133,90,1,256.9
90005159,84,1,344.9
90005219,46,2,219.5
90005220,31,9,3153.71
90005238,34,5,1503.48
90005263,80,1,129.9
90005273,75,1,181.9
90005284,39,3,8481.11
90005313,34,1,117.5
90005352,45,1,787.38
90005355,49,2,1253.40
90005359,32,1,1262.20
90005360,32,1,940.86
90005365,87,1,2142.70
90005394,39,1,211.5
90005444,30,1,96.65
90005479,59,1,63
90005556,79,1,353.39
90005590,32,1,790.82
90005652,88,1,256.7
90005658,58,1,152.91
90005679,56,1,169.9
90005691,63,1,446.97
90005697,77,1,356.7
90005715,35,5,735.24
90005735,38,2,737.31
90005738,32,1,336.1
90005757,39,3,329.7
90005762,40,3,1518.00
90005786,37,3,1490.18
90005811,44,2,216.95
90005827,77,1,48.52
90005840,75,2,226.68
90005850,82,1,509.29
90005871,51,2,1007.34
90005911,46,1,282.05
90006047,70,1,114.9
90006059,53,1,177.1
90006065,51,1,685.74
90006094,55,1,89.4
90006262,69,1,756
90006272,34,1,131.16
90006281,76,1,61.29
90006305,35,2,130.82
90006306,33,1,132.19
90006310,55,2,811.59
90006320,31,1,35.25
90006355,37,3,390.78
90006366,32,4,658.1
90006374,30,8,4652.60
90006386,48,1,399.08
90006396,39,2,8923.45
90006500,44,7,4467.23
90006508,61,1,123.4
90006528,39,1,109.9
90006540,68,2,495.8
90006550,37,2,66.7
90006556,49,1,24.9
90006578,51,1,144.9
90006751,59,1,252.77
90006754,79,1,149.9
90006781,30,6,1826.50
90006809,79,1,379.8
90006816,35,4,707.01
90006838,33,2,634.08
90006975,39,4,1445.07
90006994,79,1,205.55
90007017,54,1,422.8
90007027,30,3,689.03
90007054,84,1,369.99
90007055,33,3,1048.95
90007093,47,6,1963.83
90007099,39,6,3014.61
90007104,76,2,407.85
90007217,82,1,387.34
90007245,39,2,1449.56
90007251,59,1,39.47
90007268,37,3,933.21
90007282,34,5,1092.37
90007319,56,1,478.79
90007324,47,1,101.14
90007332,77,1,289.9
90007430,51,1,85.77
90007471,70,1,224.9
90007516,34,10,3104.48
90007577,30,8,2422.92
90007586,40,2,370.17
90007610,88,1,178.5
90007667,33,1,35.25
90007679,87,1,27.1
90007681,41,1,706.76
90007683,67,1,569.11
90007735,53,1,95.71
90007756,63,3,2588.80
90007766,73,1,275.84
90007774,32,3,1597.11
90007840,34,1,56.9
90007892,89,1,38.87
90007921,41,1,159.9
90007931,80,1,56.22
90007958,73,2,132.63
90008044,89,1,262.9
90008106,80,1,153.9
90008108,74,1,123.92
90008112,56,1,559.35
90008121,59,1,230.65
90008170,35,4,2940.51
90008237,37,2,632.4
90008283,53,3,378.29
90008324,51,2,262.49
90008351,39,2,16857.67
90008352,76,1,476.36
90008375,40,1,70.29
90008425,40,2,318.8
90008429,39,1,219.9
90008479,51,2,1142.16
90008569,81,1,119.3
90008583,33,1,305.5
90008586,87,1,568.69
90008599,41,1,105.61
90008704,37,1,185.54
90008709,59,1,762.16
90008738,30,2,1765.34
90008876,45,1,1614.90
90008892,39,5,9827.79
90008913,75,2,692.68
90008943,49,1,148
90008968,37,2,257.19
90008973,73,1,114.94
90008978,40,1,157.5
90009039,49,2,170.94
90009156,47,1,580
90009214,39,2,1782.82
90009293,47,2,824.32
90009351,37,1,240.71
90009356,67,1,321.88
90009362,48,6,1895.76
90009384,51,3,1432.80
90009412,33,3,4139.76
90009429,40,1,505.5
90009444,41,1,320.05
90009656,37,1,312.1
90009673,47,1,235.59
90009680,47,4,533.27
90009700,55,1,134.91
90009703,39,1,1014.37
90009739,38,4,1680.60
90009768,35,1,109.9
90009777,30,6,701.21
90009796,84,1,126.9
90009802,34,3,394.5
90009839,31,16,2058.81
90009860,53,2,109.8
90009879,45,1,148
90009884,46,1,447.48
90009922,31,6,7730.56
90009937,40,1,916.98
90009938,34,2,378
90009939,34,1,2173.50
90009966,38,2,338
90009985,58,1,163.86
90009994,37,1,278
90010069,75,1,453.21
90010092,74,1,52.5
90010121,33,1,169.71
90010132,46,8,1354.51
90010143,84,1,125.49
90010144,33,3,1120.20
90010152,70,1,98.39
90010177,35,2,317.2
90010180,68,1,247.9
90010210,86,1,430.09
90010246,72,1,145.15
90010310,40,1,235.71
90010319,45,1,87.3
90010327,73,1,130.05
90010339,89,1,134.9
90010379,55,1,2035.51
90010397,75,1,137.65
90010464,53,2,535.9
90010507,51,6,828.91
90010513,38,5,685.5
90010514,40,3,3752.22
90010556,58,1,646.31
90010564,74,2,112.19
90010568,83,1,1275.24
90010604,48,3,393.22
90010608,30,1,145.63
90010685,46,1,176.9
90010723,35,1,4180.00
90010737,38,2,165.4
90010745,37,1,387.75
90010751,37,1,391.35
90010753,80,1,1340.27
90010757,31,5,8334.86
90010768,40,1,105
90010808,73,1,172.15
90010810,39,2,307.8
90010818,34,1,1102.50
90010837,82,1,99.44
90010855,80,1,230.8
90010873,48,1,142.4
90010927,75,1,323.56
90010930,49,2,323.8
90011034,53,1,329.9
90011089,44,1,244.9
90011106,61,1,319.9
90011118,84,1,334.75
90011149,38,1,109.9
90011184,60,1,287.49
90011205,65,3,205.82
90011214,75,1,779.6
90011230,41,4,465.75
90011231,34,2,433.6
90011295,61,1,319.43
90011308,86,1,719.5
90011314,41,2,328.06
90011315,67,1,244.9
90011329,46,1,36.92
90011335,75,1,271.84
90011348,31,2,292.86
90011358,90,1,61.29
90011359,77,1,241.67
90011364,82,1,204.59
90011367,31,4,1958.56
90011386,61,1,1038.71
